,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stakeholder engagement scales,,,,,,,,,,,,,,,,,,,,,,,,
2021,"Keyhanpour M. J. Jahromi S. H. M. & Ebrahimi H. (2021). System dynamics model of sustainable water resources management using the Nexus Water-Food-Energy approach. Ain Shams Engineering Journal, 12(2) 1267-1281.",N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Khattar R. Mansour F. Abou Najm M. Al-Hindi M. Yassine A. Chamas Z. & Geisseler D. (2023). Incorporating Nitrogen in the water-energy-food nexus: an optimization approach. Cleaner and Circular Bioeconomy 100036.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Khayatnezhad M. Fataei E. & Imani A. (2023). Integrated modeling of food–water–energy nexus for maximizing water productivity. Water Supply 23(3) 1362-1374.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Kiala Z. Jewitt G. Senzanje A. Mutanga O. Dube T. & Mabhaudhi T. (2022). EO-WEF: a Earth Observations for Water Energy and Food nexus geotool for spatial data visualization and generation. In Water-Energy-Food Nexus Narratives and Resource Securities (pp. 33-48). Elsevier.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,1,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Kimura M. Masuhara N. & Baba K. Making Social Networks Visible: Shared Awareness Among Stakeholders on Groundwater Resources. in The Water-Energy-Food Nexus (eds. Endo A. & Oh T.) 273–286 (Springer Singapore 2018). doi:10.1007/978-981-10-7383-0_19.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016,King C. W. & Carbajales-Dale M. Food–energy–water metrics across scales: project to system level. J Environ Stud Sci 6 39–49 (2016).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,Knox J. W. Haro-Monteagudo D. Hess T. M. & Morris J. Identifying Trade-Offs and Reconciling Competing Demands for Water: Integrating Agriculture Into a Robust Decision-Making Framework. Earth’s Future 6 1457–1470 (2018).,Y,Y,0,1,0,0,0,0,0,N,0,0,0,0,1,0,0,0,0,0,Y,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019,Kulat M. I. Mohtar R. H. & Olivera F. Holistic Water-Energy-Food Nexus for Guiding Water Resources Planning: Matagorda County Texas Case. Front. Environ. Sci. 7 3 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Lahlou F. Z. AlNouss A. Govindan R. Hazrat B. Mackey H. R. & Al-Ansari T. (2023). Water and sludge resource planning for sustainable agriculture: An energy-water-food-waste nexus approach. Sustainable Production and Consumption.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Lahlou F. Z. Mackey H. R. McKay G. Onwusogh U. & Al-Ansari T. (2020). Water planning framework for alfalfa fields using treated wastewater fertigation in Qatar: An energy-water-food nexus approach. Computers & Chemical Engineering 141 106999.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Lant C. et al. The U.S. food–energy–water system: A blueprint to fill the mesoscale gap for science and decision-making. Ambio 48 251–263 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,Laspidou C. S. Kofinas D. T. Mellios N. K. & Witmer M. Modelling the Water-Energy-Food-Land Use-Climate Nexus: The Nexus Tree Approach. Proceedings 2 617 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Laspidou C. S. Mellios N. K. Spyropoulou A. E. Kofinas D. T. & Papadopoulou M. P. (2020). Systems thinking on the resource nexus: Modeling and visualisation tools to identify critical interlinkages for resilient and sustainable societies and institutions. Science of the Total Environment 717 137264.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Laubscher R. K. & Cowan A. K. (2020). Elaboration of an algae‐to‐energy system and recovery of water and nutrients from municipal sewage. Engineering in Life Sciences 20(7) 305-315.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Lazaro L. L. B. Giatti L. L. Bermann C. Giarolla A. & Ometto J. (2021). Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model. Renewable and Sustainable Energy Reviews 149 111384.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,"Lee L. C. Wang Y. & Zuo J. (2021). The nexus of water-energy-food in China's tourism industry. Resources, Conservation and Recycling 164 105157.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Lee S. H. Assi A. T. Daher B. Mengoub F. E. & Mohtar R. H. (2020). A Water-Energy-Food Nexus approach for conducting trade-off analysis: Morocco's phosphate industry in the Khouribga region. Hydrology and Earth System Sciences 24(10) 4727-4741.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,1,1,1,0,Y,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2023,Lee S. H. Assi A. T. Mohtar R. H. Hamane M. Yoon P. R. & Yoo S. H. (2023). Development of WEF-P Nexus based on product-supply chain: A case study of phosphorous fertilizer industry in Morocco. Science of The Total Environment 857 159520.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,1,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Lee S. H. Choi J. Y. Hur S. O. Taniguchi M. Masuhara N. Kim K. S. ... & Yoo S. H. (2020). Food-centric interlinkages in agricultural food-energy-water nexus under climate change and irrigation management. Resources Conservation and Recycling 163 105099.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,1,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Lee S.-H. Choi J.-Y. Yoo S.-H. & Mohtar R. H. Water footprint for Korean rice products and virtual water trade in a water-energy-food nexus. Water International 43 871–886 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Lee S.-H. Taniguchi M. Mohtar R. Choi J.-Y. & Yoo S.-H. An Analysis of the Water-Energy-Food-Land Requirements and CO2 Emissions for Food Security of Rice in Japan. Sustainability 10 3354 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,Lehmann S. Implementing the Urban Nexus approach for improved resource-efficiency of developing cities in Southeast-Asia. City Culture and Society 13 46–56 (2018).,Y,Y,1,0,0,1,0,0,1,N,0,0,0,0,0,1,0,0,0,0,Y,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022,Li H. Li M. Fu Q. Cao K. Liu D. & Li T. (2022). Optimization of biochar systems in the water-food-energy-carbon nexus for sustainable circular agriculture. Journal of Cleaner Production 355 131791.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Li H. Li M. Fu Q. Singh V. P. Liu D. & Xu Y. (2023). An optimization approach of water-food-energy nexus in agro-forestry-livestock system under uncertain water supply. Journal of Cleaner Production 137116.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Li J. Cui J. Sui P. Yue S. Yang J. Lv Z. ... & Chen Y. (2021). Valuing the synergy in the water-energy-food nexus for cropping systems: A case in the North China Plain. Ecological Indicators 127 107741.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Li M. Fu Q. Singh V. P. Liu D. & Li J. (2020). Optimization of sustainable bioenergy production considering energy-food-water-land nexus and livestock manure under uncertainty. Agricultural Systems 184 102900.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Li M. Li H. Fu Q. Liu D. Yu L. & Li T. (2021). Approach for optimizing the water-land-food-energy nexus in agroforestry systems under climate change. Agricultural Systems 192 103201.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Li M. Singh V. P. Fu Q. Liu D. Li T. & Zhou Y. (2021). Optimization of agricultural water–food–energy nexus in a random environment: an integrated modelling approach. Stochastic Environmental Research and Risk Assessment 35 3-19.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Li M. Zhao L. Zhang C. Liu Y. & Fu Q. (2022). Optimization of agricultural resources in water-energy-food nexus in complex environment: A perspective on multienergy coordination. Energy Conversion and Management 258 115537.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,"Li Mo Haiyan Li Qiang Fu Dong Liu Lei Yu and Tianxiao Li. (2021). ""Approach for optimizing the water-land-food-energy nexus in agroforestry systems under climate change."" Agricultural Systems 192 103201.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,"Li P. C. & Ma H. W. (2020). Evaluating the environmental impacts of the water-energy-food nexus with a life-cycle approach. Resources Conservation and Recycling, 157 104789.",N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,Li S. Cai X. Emaminejad S. A. Juneja A. Niroula S. Oh S. ... & Singh V. (2021). Developing an integrated technology-environment-economics model to simulate food-energy-water systems in Corn Belt watersheds. Environmental Modelling & Software 143 105083.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,1,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Li S. Ziara R. M. M. Dvorak B. & Subbiah J. Assessment of water and energy use at process level in the U.S. beef packing industry: Case study in a typical U.S. large‐size plant. J Food Process Eng 41 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,Li W. Jiang S. Zhao Y. Li H. Zhu Y. He G. ... & Shang Y. (2023). A copula-based security risk evaluation and probability calculation for water-energy-food nexus. Science of The Total Environment 856 159236.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Li X. Zhang L. Hao Y. Zhang P. Xiong X. & Shi Z. (2022). System dynamics modeling of food-energy-water resource security in a megacity of China: Insights from the case of Beijing. Journal of Cleaner Production 355 131773.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Li X. Zhang L. Zhang P. Hao Y. & Xiong X. (2021). Urban food-energy-water nexus: a case study in Beijing. Chinese Journal of Population Resources and Environment 19(3) 274-282.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Lin H. Borrion A. da Fonseca-Zang W. A. Zang J. W. Leandro W. M. & Campos L. C. (2021). Life cycle assessment of a biogas system for cassava processing in Brazil to close the loop in the water-waste-energy-food nexus. Journal of Cleaner Production 299 126861.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Liu S. & Zhao L. (2022). Development and synergetic evolution of the water–energy–food nexus system in the Yellow River Basin. Environmental Science and Pollution Research 29(43) 65549-65564.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Liu Y. Jiang Y. Xu C. Lyu J. & Su Z. (2022). A quantitative analysis framework for water-food-energy nexus in an agricultural watershed using WEAP-MODFLOW. Sustainable Production and Consumption 31 693-706.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Liu Z. Huang Q. He C. Wang C. Wang Y. & Li K. (2021). Water-energy nexus within urban agglomeration: An assessment framework combining the multiregional input-output model virtual water and embodied energy. Resources Conservation and Recycling, 164 105113.",N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Livingstone D. Smyth B. M. Foley A. M. Murray S. T. Lyons G. & Johnston C. (2021). Willow coppice in intensive agricultural applications to reduce strain on the food-energy-water nexus. Biomass and Bioenergy 144 105903.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Lu J. Lin Y. Wu J. & Zhang C. (2021). Continental-scale spatial distribution sources and health risks of heavy metals in seafood: challenge for the water-food-energy nexus sustainability in coastal regions?. Environmental Science and Pollution Research 1-14.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Lu S. Zhang X. Peng H. Skitmore M. Bai X. & Zheng Z. (2021). The energy-food-water nexus: Water footprint of Henan-Hubei-Hunan in China. Renewable and Sustainable Energy Reviews 135 110417.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,1,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Luqman M. & Al-Ansari T. (2020). Thermodynamic analysis of an Energy-Water-Food (Ewf) nexus driven polygeneration system applied to coastal communities. Energy Conversion and Management 205 112432.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Lyu H. Tian F. Zhang K. & Nan Y. (2023). Water-energy-food nexus in the Yarlung Tsangpo-Brahmaputra River Basin: Impact of mainstream hydropower development. Journal of Hydrology: Regional Studies 45 101293.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,Ma L. Li C. Hu X. Wang P. & Li X. (2021). Synergetic change of water energy and food in China: Quantitative description and challenges. Stochastic Environmental Research and Risk Assessment 35(1) 43-68.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Ma Y. Li Y. P. Zhang Y. F. & Huang G. H. (2021). Mathematical modeling for planning water-food-ecology-energy nexus system under uncertainty: A case study of the Aral Sea Basin. Journal of Cleaner Production 308 127368.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,Mahjabin T. Mejia A. Blumsack S. & Grady C. Integrating embedded resources and network analysis to understand food-energy-water nexus in the US. Science of The Total Environment 709 136153 (2020).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Mahmood F. Bicer Y. & Al-Ansari T. (2021). Design and thermodynamic assessment of a solar powered energy–food–water nexus driven multigeneration system. Energy Reports 7 3033-3049.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Mai Q. Yu D. & Li X. (2023). Coupling characteristics of China's food-energy-water nexus and its implications for regional livelihood well-being. Journal of Cleaner Production 395 136385.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Maia R. G. T. & Junior A. O. P. (2021). Eco-Efficiency of the food and beverage industry from the perspective of sensitive indicators of the water-energy-food nexus. Journal of Cleaner Production 324 129283.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,Malin S. A. & MacIlroy K. Like Oil and Water in the American West: Water Market Access amid Unconventional Oil Production in Colorado. Rural Sociology 84 431–458 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,Y,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Maraseni T. An-Vo D. A. Mushtaq S. & Reardon-Smith K. (2021). Carbon smart agriculture: An integrated regional approach offers significant potential to increase profit and resource use efficiency and reduce emissions. Journal of Cleaner Production 282 124555.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,Martinez-Hernandez E. Leach M. & Yang A. Understanding water-energy-food and ecosystem interactions using the nexus simulation tool NexSym. Applied Energy 206 1009–1021 (2017).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,Martinez P. Blanco M. & Castro-Campos B. The Water–Energy–Food Nexus: A Fuzzy-Cognitive Mapping Approach to Support Nexus-Compliant Policies in Andalusia (Spain). Water 10 664 (2018).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,Y,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019,McGrane S. J. et al. Scaling the nexus: Towards integrated frameworks for analysing water energy and food. Geogr J 185 419–431 (2019).,N,N,0,0,0,0,0,0,0,N,0,1,1,1,0,1,1,1,1,0,Y,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2021,McKuin B. Zumkehr A. Ta J. Bales R. Viers J. H. Pathak T. & Campbell J. E. (2021). Energy and water co-benefits from covering canals with solar panels. Nature Sustainability 4(7) 609-617.,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2020,Medina-Santana A. A. Flores-Tlacuahuac A. Cárdenas-Barrón L. E. & Fuentes-Cortés L. F. (2020). Optimal design of the water-energy-food nexus for rural communities. Computers & Chemical Engineering 143 107120.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,Memarzadeh M. Moura S. & Horvath A. Optimizing dynamics of integrated food–energy–water systems under the risk of climate change. Environ. Res. Lett. 14 074010 (2019).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Meng F. Wang D. Meng X. Li H. Liu G. Yuan Q. ... & Zhang Y. (2022). Mapping urban energy–water–land nexus within a multiscale economy: A case study of four megacities in China. Energy 239 122038.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,Meng F. Yuan Q. Bellezoni R. A. Puppim de Oliveira J. A. Hu Y. Jing R. ... & Seto K. C. (2023). The food-water-energy nexus and green roofs in Sao Jose dos Campos Brazil and Johannesburg South Africa. npj Urban Sustainability 3(1) 12.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Meng Y. Liu J. Wang  Z. Mao G. Wang K. & Yang H. (2021). Undermined co-benefits of hydropower and irrigation under climate change. Resources Conservation and Recycling 167 105375.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Milindi P. S. De Lieto F. & Chopra S. S. (2022). Food waste-Energy-Water-Emissions (FEWE) nexus in the food service sector: Comparing a restaurant meal from imported ingredients versus an imported ready-to-eat meal. Journal of Cleaner Production 380 134871.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Mirzaei A. Abdeshahi A. Azarm H. & Naghavi S. (2022). New design of water-energy-food-environment nexus for sustainable agricultural management. Stochastic Environmental Research and Risk Assessment 36(7) 1861-1874.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,"Mochizuki J. Magnuszewski P. & Linnerooth-Bayer J. Games for Aiding Stakeholder Deliberation on Nexus Policy Issues. in Managing Water Soil and Waste Resources to Achieve Sustainable Development Goals (eds. Hülsmann S. & Ardakania, R.) 93–124 (Springer International Publishing 2018). ",N,N,0,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022,Möck M. Vogeler C. S. Bandelow N. C. & Schröder B. (2022). Layering action situations to integrate spatial scales resource linkages and change over time: the case of groundwater management in agricultural hubs in Germany. Policy Studies Journal 50(1) 111-142.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,Y,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
